Date,Team,Player Value,Pick Value,Total Value
2021-10-29,Bye Week,66179,29376,95555
2021-10-29,Turrible. Just turrible.,72681,24260,96941
2021-10-30,Stanford Marshmallows,82959,24298,107257
2021-10-30,All-Pro KTC,80420,32692,113112
2021-10-30,Don’t Tread on Me,84380,24286,108666
2021-10-30,Stroud Boyz,58476,32680,91156
2021-10-30,The Shake’N’Bakerz,73267,17897,91164
2021-10-30,Low Taper Feyd,78658,22380,101038
2021-10-30,Washed up Wilsons,65462,43554,109016
2021-10-30,The Cleveland Josh Allens,69379,42905,112284
2021-10-30,Bye Week,65413,29442,94855
2021-10-30,Turrible. Just turrible.,72940,24286,97226
2021-10-31,Stanford Marshmallows,82997,24233,107230
2021-10-31,All-Pro KTC,81195,32614,113809
2021-10-31,Don’t Tread on Me,84428,24204,108632
2021-10-31,Stroud Boyz,58329,32585,90914
2021-10-31,The Shake’N’Bakerz,72478,17834,90312
2021-10-31,Low Taper Feyd,78830,22334,101164
2021-10-31,Washed up Wilsons,65391,43335,108726
2021-10-31,The Cleveland Josh Allens,68950,42753,111703
2021-10-31,Bye Week,65968,29344,95312
2021-10-31,Turrible. Just turrible.,73085,24204,97289
2021-11-01,Stanford Marshmallows,83248,24245,107493
2021-11-01,All-Pro KTC,80776,32635,113411
2021-11-01,Don’t Tread on Me,84652,24270,108922
2021-11-01,Stroud Boyz,57322,34547,91869
2021-11-01,The Shake’N’Bakerz,72175,17937,90112
2021-11-01,Low Taper Feyd,78408,20496,98904
2021-11-01,Washed up Wilsons,65357,43447,108804
2021-11-01,The Cleveland Josh Allens,68694,42717,111411
2021-11-01,Bye Week,65772,29396,95168
2021-11-01,Turrible. Just turrible.,73802,24270,98072
2021-11-02,Stanford Marshmallows,81611,24157,105768
2021-11-02,All-Pro KTC,81002,32520,113522
2021-11-02,Don’t Tread on Me,85407,24187,109594
2021-11-02,Stroud Boyz,56707,34407,91114
2021-11-02,The Shake’N’Bakerz,72127,17889,90016
2021-11-02,Low Taper Feyd,78308,20473,98781
2021-11-02,Washed up Wilsons,65345,43216,108561
2021-11-02,The Cleveland Josh Allens,68869,42502,111371
2021-11-02,Bye Week,65474,29282,94756
2021-11-02,Turrible. Just turrible.,74308,24187,98495
2021-11-03,Stanford Marshmallows,82338,24233,106571
2021-11-03,All-Pro KTC,81378,32623,114001
2021-11-03,Don’t Tread on Me,85080,24324,109404
2021-11-03,Stroud Boyz,57013,34615,91628
2021-11-03,The Shake’N’Bakerz,73063,18043,91106
2021-11-03,Low Taper Feyd,78710,20522,99232
2021-11-03,Washed up Wilsons,64415,43517,107932
2021-11-03,The Cleveland Josh Allens,68228,42615,110843
2021-11-03,Bye Week,65025,29424,94449
2021-11-03,Turrible. Just turrible.,74089,24324,98413
2021-11-04,Stanford Marshmallows,82555,24257,106812
2021-11-04,All-Pro KTC,85242,27575,112817
2021-11-04,Don’t Tread on Me,84541,24336,108877
2021-11-04,Stroud Boyz,56960,34639,91599
2021-11-04,The Shake’N’Bakerz,72713,18071,90784
2021-11-04,Low Taper Feyd,78893,20590,99483
2021-11-04,Washed up Wilsons,64107,43497,107604
2021-11-04,The Cleveland Josh Allens,68474,42619,111093
2021-11-04,Bye Week,64373,29448,93821
2021-11-04,Turrible. Just turrible.,71134,29448,100582
2021-11-05,Stanford Marshmallows,81786,24186,105972
2021-11-05,All-Pro KTC,85171,27465,112636
2021-11-05,Don’t Tread on Me,85026,24236,109262
2021-11-05,Stroud Boyz,56772,34482,91254
2021-11-05,The Shake’N’Bakerz,73244,17946,91190
2021-11-05,Low Taper Feyd,78259,20498,98757
2021-11-05,Washed up Wilsons,64367,43318,107685
2021-11-05,The Cleveland Josh Allens,68636,42541,111177
2021-11-05,Bye Week,64970,29334,94304
2021-11-05,Turrible. Just turrible.,70861,29334,100195
2021-11-06,Stanford Marshmallows,81930,24200,106130
2021-11-06,All-Pro KTC,85250,27478,112728
2021-11-06,Don’t Tread on Me,85367,24204,109571
2021-11-06,Stroud Boyz,56995,34444,91439
2021-11-06,The Shake’N’Bakerz,73171,17893,91064
2021-11-06,Low Taper Feyd,77706,20516,98222
2021-11-06,Washed up Wilsons,64056,43250,107306
2021-11-06,The Cleveland Josh Allens,68627,42591,111218
2021-11-06,Bye Week,65021,29322,94343
2021-11-06,Turrible. Just turrible.,70804,29322,100126
2021-11-07,Stanford Marshmallows,81962,24114,106076
2021-11-07,All-Pro KTC,85342,27317,112659
2021-11-07,Don’t Tread on Me,85469,24020,109489
2021-11-07,Stroud Boyz,56812,34170,90982
2021-11-07,The Shake’N’Bakerz,74177,17630,91807
2021-11-07,Low Taper Feyd,77169,20370,97539
2021-11-07,Washed up Wilsons,63658,42942,106600
2021-11-07,The Cleveland Josh Allens,68605,42573,111178
2021-11-07,Bye Week,65186,29142,94328
2021-11-07,Turrible. Just turrible.,70281,29142,99423
2021-11-08,Stanford Marshmallows,80683,24192,104875
2021-11-08,All-Pro KTC,85537,27453,112990
2021-11-08,Don’t Tread on Me,85430,24206,109636
2021-11-08,Stroud Boyz,56016,34444,90460
2021-11-08,The Shake’N’Bakerz,74127,17884,92011
2021-11-08,Low Taper Feyd,77299,20476,97775
2021-11-08,Washed up Wilsons,64285,43286,107571
2021-11-08,The Cleveland Josh Allens,68825,42603,111428
2021-11-08,Bye Week,65727,29318,95045
2021-11-08,Turrible. Just turrible.,70963,29318,100281
2021-11-09,Stanford Marshmallows,80977,24231,105208
2021-11-09,All-Pro KTC,84030,30746,114776
2021-11-09,Don’t Tread on Me,85383,24218,109601
2021-11-09,Stroud Boyz,55774,34473,90247
2021-11-09,The Shake’N’Bakerz,73823,17864,91687
2021-11-09,Low Taper Feyd,78014,17214,95228
2021-11-09,Washed up Wilsons,64494,43347,107841
2021-11-09,The Cleveland Josh Allens,67998,42723,110721
2021-11-09,Bye Week,66529,29352,95881
2021-11-09,Turrible. Just turrible.,70839,29352,100191
2021-11-10,Stanford Marshmallows,81850,24510,106360
2021-11-10,All-Pro KTC,84444,31189,115633
2021-11-10,Don’t Tread on Me,84662,24419,109081
2021-11-10,Stroud Boyz,55246,34834,90080
2021-11-10,The Shake’N’Bakerz,73974,17989,91963
2021-11-10,Low Taper Feyd,77522,17298,94820
2021-11-10,Washed up Wilsons,64973,43823,108796
2021-11-10,The Cleveland Josh Allens,67404,43314,110718
2021-11-10,Bye Week,66014,29672,95686
2021-11-10,Turrible. Just turrible.,70908,29672,100580
2021-11-11,Stanford Marshmallows,81809,24494,106303
2021-11-11,All-Pro KTC,85046,31138,116184
2021-11-11,Don’t Tread on Me,85169,24390,109559
2021-11-11,Stroud Boyz,56423,34790,91213
2021-11-11,The Shake’N’Bakerz,73910,17937,91847
2021-11-11,Low Taper Feyd,78024,17260,95284
2021-11-11,Washed up Wilsons,64989,43798,108787
2021-11-11,The Cleveland Josh Allens,67230,43329,110559
2021-11-11,Bye Week,65881,29642,95523
2021-11-11,Turrible. Just turrible.,69360,29642,99002
2021-11-12,Stanford Marshmallows,81503,24447,105950
2021-11-12,All-Pro KTC,84795,31031,115826
2021-11-12,Don’t Tread on Me,86166,24479,110645
2021-11-12,Stroud Boyz,56027,34893,90920
2021-11-12,The Shake’N’Bakerz,73880,18125,92005
2021-11-12,Low Taper Feyd,78016,17373,95389
2021-11-12,Washed up Wilsons,64959,43914,108873
2021-11-12,The Cleveland Josh Allens,67331,43098,110429
2021-11-12,Bye Week,65624,29670,95294
2021-11-12,Turrible. Just turrible.,69213,29670,98883
2021-11-13,Stanford Marshmallows,80895,24389,105284
2021-11-13,All-Pro KTC,85533,31003,116536
2021-11-13,Don’t Tread on Me,84928,24327,109255
2021-11-13,Stroud Boyz,56246,34671,90917
2021-11-13,The Shake’N’Bakerz,73630,17929,91559
2021-11-13,Low Taper Feyd,78840,17259,96099
2021-11-13,Washed up Wilsons,65193,43604,108797
2021-11-13,The Cleveland Josh Allens,66533,43058,109591
2021-11-13,Bye Week,65982,29530,95512
2021-11-13,Turrible. Just turrible.,69775,29530,99305
2021-11-14,Stanford Marshmallows,80454,24392,104846
2021-11-14,All-Pro KTC,85279,30941,116220
2021-11-14,Don’t Tread on Me,84854,24351,109205
2021-11-14,Stroud Boyz,56288,34704,90992
2021-11-14,The Shake’N’Bakerz,73085,17937,91022
2021-11-14,Low Taper Feyd,80071,17252,97323
2021-11-14,Washed up Wilsons,65554,43705,109259
2021-11-14,The Cleveland Josh Allens,66089,43102,109191
2021-11-14,Bye Week,66293,29548,95841
2021-11-14,Turrible. Just turrible.,69524,29548,99072
2021-11-15,Stanford Marshmallows,80615,24273,104888
2021-11-15,All-Pro KTC,85355,30776,116131
2021-11-15,Don’t Tread on Me,85171,24158,109329
2021-11-15,Stroud Boyz,55829,34407,90236
2021-11-15,The Shake’N’Bakerz,72778,17699,90477
2021-11-15,Low Taper Feyd,79268,17103,96371
2021-11-15,Washed up Wilsons,65172,43335,108507
2021-11-15,The Cleveland Josh Allens,66390,42969,109359
2021-11-15,Bye Week,66428,29340,95768
2021-11-15,Turrible. Just turrible.,69624,29340,98964
2021-11-16,Stanford Marshmallows,80309,24385,104694
2021-11-16,All-Pro KTC,85732,30852,116584
2021-11-16,Don’t Tread on Me,85842,24304,110146
2021-11-16,Stroud Boyz,54914,34639,89553
2021-11-16,The Shake’N’Bakerz,72117,17818,89935
2021-11-16,Low Taper Feyd,78631,17162,95793
2021-11-16,Washed up Wilsons,64084,43715,107799
2021-11-16,The Cleveland Josh Allens,68038,43221,111259
2021-11-16,Bye Week,66015,29512,95527
2021-11-16,Turrible. Just turrible.,70373,29512,99885
2021-11-17,Stanford Marshmallows,80023,24211,104234
2021-11-17,All-Pro KTC,85754,30525,116279
2021-11-17,Don’t Tread on Me,86347,24133,110480
2021-11-17,Stroud Boyz,57730,31235,88965
2021-11-17,The Shake’N’Bakerz,72497,17631,90128
2021-11-17,Low Taper Feyd,76260,20149,96409
2021-11-17,Washed up Wilsons,63164,43408,106572
2021-11-17,The Cleveland Josh Allens,68164,42964,111128
2021-11-17,Bye Week,66030,29282,95312
2021-11-17,Turrible. Just turrible.,70183,29282,99465
2021-11-18,Stanford Marshmallows,79627,24458,104085
2021-11-18,All-Pro KTC,85700,30951,116651
2021-11-18,Don’t Tread on Me,85969,24345,110314
2021-11-18,Stroud Boyz,58132,31528,89660
2021-11-18,The Shake’N’Bakerz,72541,17821,90362
2021-11-18,Low Taper Feyd,76571,20352,96923
2021-11-18,Washed up Wilsons,63284,43841,107125
2021-11-18,The Cleveland Josh Allens,68480,43408,111888
2021-11-18,Bye Week,65581,29588,95169
2021-11-18,Turrible. Just turrible.,70302,29588,99890
2021-11-19,Stanford Marshmallows,79099,24416,103515
2021-11-19,All-Pro KTC,85686,30913,116599
2021-11-19,Don’t Tread on Me,86462,24309,110771
2021-11-19,Stroud Boyz,58060,31461,89521
2021-11-19,The Shake’N’Bakerz,71889,17806,89695
2021-11-19,Low Taper Feyd,77163,20352,97515
2021-11-19,Washed up Wilsons,62783,43733,106516
2021-11-19,The Cleveland Josh Allens,68589,43298,111887
2021-11-19,Bye Week,65662,29536,95198
2021-11-19,Turrible. Just turrible.,69888,29536,99424
2021-11-20,Stanford Marshmallows,77814,28939,106753
2021-11-20,All-Pro KTC,86104,31023,117127
2021-11-20,Don’t Tread on Me,86636,24275,110911
2021-11-20,Stroud Boyz,61014,26976,87990
2021-11-20,The Shake’N’Bakerz,71809,17712,89521
2021-11-20,Low Taper Feyd,76576,20284,96860
2021-11-20,Washed up Wilsons,62658,43699,106357
2021-11-20,The Cleveland Josh Allens,68345,43476,111821
2021-11-20,Bye Week,65185,29548,94733
2021-11-20,Turrible. Just turrible.,69905,29548,99453
2021-11-21,Stanford Marshmallows,78321,28811,107132
2021-11-21,All-Pro KTC,85416,30784,116200
2021-11-21,Don’t Tread on Me,86579,24304,110883
2021-11-21,Stroud Boyz,60160,26949,87109
2021-11-21,The Shake’N’Bakerz,72277,17859,90136
2021-11-21,Low Taper Feyd,76790,20392,97182
2021-11-21,Washed up Wilsons,62953,43678,106631
2021-11-21,The Cleveland Josh Allens,66086,48257,114343
2021-11-21,Bye Week,64871,29482,94353
2021-11-21,Turrible. Just turrible.,72905,24304,97209
2021-11-22,Stanford Marshmallows,78422,28840,107262
2021-11-22,All-Pro KTC,84820,30847,115667
2021-11-22,Don’t Tread on Me,86825,24299,111124
2021-11-22,Stroud Boyz,60110,26952,87062
2021-11-22,The Shake’N’Bakerz,72457,17833,90290
2021-11-22,Low Taper Feyd,76829,20379,97208
2021-11-22,Washed up Wilsons,62478,43676,106154
2021-11-22,The Cleveland Josh Allens,66583,48357,114940
2021-11-22,Bye Week,64400,29498,93898
2021-11-22,Turrible. Just turrible.,72973,24299,97272
2021-11-23,Stanford Marshmallows,78034,28780,106814
2021-11-23,All-Pro KTC,83256,30743,113999
2021-11-23,Don’t Tread on Me,86977,24293,111270
2021-11-23,Stroud Boyz,60045,26919,86964
2021-11-23,The Shake’N’Bakerz,73333,17870,91203
2021-11-23,Low Taper Feyd,76928,20405,97333
2021-11-23,Washed up Wilsons,63156,43632,106788
2021-11-23,The Cleveland Josh Allens,65934,48151,114085
2021-11-23,Bye Week,64857,29454,94311
2021-11-23,Turrible. Just turrible.,72644,24293,96937
2021-11-24,Stanford Marshmallows,76884,28750,105634
2021-11-24,All-Pro KTC,83595,30697,114292
2021-11-24,Don’t Tread on Me,87284,24221,111505
2021-11-24,Stroud Boyz,59840,26842,86682
2021-11-24,The Shake’N’Bakerz,74330,17765,92095
2021-11-24,Low Taper Feyd,76709,20309,97018
2021-11-24,Washed up Wilsons,62702,43512,106214
2021-11-24,The Cleveland Josh Allens,66108,48157,114265
2021-11-24,Bye Week,65285,29386,94671
2021-11-24,Turrible. Just turrible.,72009,24221,96230
2021-11-25,Stanford Marshmallows,77501,28729,106230
2021-11-25,All-Pro KTC,82780,30636,113416
2021-11-25,Don’t Tread on Me,87772,24308,112080
2021-11-25,Stroud Boyz,60058,26917,86975
2021-11-25,The Shake’N’Bakerz,73838,17929,91767
2021-11-25,Low Taper Feyd,76283,20442,96725
2021-11-25,Washed up Wilsons,62696,43640,106336
2021-11-25,The Cleveland Josh Allens,65680,47961,113641
2021-11-25,Bye Week,64463,29430,93893
2021-11-25,Turrible. Just turrible.,72187,24308,96495
2021-11-26,Stanford Marshmallows,77607,28675,106282
2021-11-26,All-Pro KTC,83062,30574,113636
2021-11-26,Don’t Tread on Me,87749,24182,111931
2021-11-26,Stroud Boyz,60157,26771,86928
2021-11-26,The Shake’N’Bakerz,73754,17757,91511
2021-11-26,Low Taper Feyd,75510,20296,95806
2021-11-26,Washed up Wilsons,62741,43408,106149
2021-11-26,The Cleveland Josh Allens,65669,47945,113614
2021-11-26,Bye Week,64748,29310,94058
2021-11-26,Turrible. Just turrible.,71830,24182,96012
2021-11-27,Stanford Marshmallows,77216,28793,106009
2021-11-27,All-Pro KTC,82955,30787,113742
2021-11-27,Don’t Tread on Me,87692,24265,111957
2021-11-27,Stroud Boyz,59701,26891,86592
2021-11-27,The Shake’N’Bakerz,73595,17819,91414
2021-11-27,Low Taper Feyd,76037,20372,96409
2021-11-27,Washed up Wilsons,62211,43581,105792
2021-11-27,The Cleveland Josh Allens,65553,48223,113776
2021-11-27,Bye Week,65730,29444,95174
2021-11-27,Turrible. Just turrible.,71919,24265,96184
2021-11-28,Stanford Marshmallows,76909,28812,105721
2021-11-28,All-Pro KTC,83078,30773,113851
2021-11-28,Don’t Tread on Me,87782,24327,112109
2021-11-28,Stroud Boyz,59816,26975,86791
2021-11-28,The Shake’N’Bakerz,73527,17894,91421
2021-11-28,Low Taper Feyd,76267,20417,96684
2021-11-28,Washed up Wilsons,61719,43722,105441
2021-11-28,The Cleveland Josh Allens,65218,48235,113453
2021-11-28,Bye Week,65177,29498,94675
2021-11-28,Turrible. Just turrible.,72314,24327,96641
2021-11-29,Stanford Marshmallows,77274,28822,106096
2021-11-29,All-Pro KTC,82924,30745,113669
2021-11-29,Don’t Tread on Me,87930,24347,112277
2021-11-29,Stroud Boyz,59391,27019,86410
2021-11-29,The Shake’N’Bakerz,73626,17900,91526
2021-11-29,Low Taper Feyd,76171,20399,96570
2021-11-29,Washed up Wilsons,61943,43800,105743
2021-11-29,The Cleveland Josh Allens,64978,48283,113261
2021-11-29,Bye Week,64780,29518,94298
2021-11-29,Turrible. Just turrible.,72038,24347,96385
2021-11-30,Stanford Marshmallows,77760,28869,106629
2021-11-30,All-Pro KTC,83229,30867,114096
2021-11-30,Don’t Tread on Me,86668,24381,111049
2021-11-30,Stroud Boyz,59724,27049,86773
2021-11-30,The Shake’N’Bakerz,73682,17945,91627
2021-11-30,Low Taper Feyd,76065,20468,96533
2021-11-30,Washed up Wilsons,61931,43833,105764
2021-11-30,The Cleveland Josh Allens,64932,48355,113287
2021-11-30,Bye Week,63705,29572,93277
2021-11-30,Turrible. Just turrible.,72411,24381,96792
2021-12-01,Stanford Marshmallows,77653,28714,106367
2021-12-01,All-Pro KTC,83952,30602,114554
2021-12-01,Don’t Tread on Me,86688,24206,110894
2021-12-01,Stroud Boyz,59816,26829,86645
2021-12-01,The Shake’N’Bakerz,72724,17750,90474
2021-12-01,Low Taper Feyd,76363,20273,96636
2021-12-01,Washed up Wilsons,62082,43503,105585
2021-12-01,The Cleveland Josh Allens,65278,48085,113363
2021-12-01,Bye Week,62336,29352,91688
2021-12-01,Turrible. Just turrible.,72101,24206,96307
2021-12-02,Stanford Marshmallows,78074,28382,106456
2021-12-02,All-Pro KTC,83692,30331,114023
2021-12-02,Don’t Tread on Me,86654,23953,110607
2021-12-02,Stroud Boyz,59419,26703,86122
2021-12-02,The Shake’N’Bakerz,73078,17547,90625
2021-12-02,Low Taper Feyd,76208,19963,96171
2021-12-02,Washed up Wilsons,61603,43369,104972
2021-12-02,The Cleveland Josh Allens,64756,47870,112626
2021-12-02,Bye Week,62345,29119,91464
2021-12-02,Turrible. Just turrible.,72137,23953,96090
2021-12-03,Stanford Marshmallows,77482,28291,105773
2021-12-03,All-Pro KTC,83655,30185,113840
2021-12-03,Don’t Tread on Me,86110,23849,109959
2021-12-03,Stroud Boyz,59737,26568,86305
2021-12-03,The Shake’N’Bakerz,73226,17435,90661
2021-12-03,Low Taper Feyd,76453,19856,96309
2021-12-03,Washed up Wilsons,61256,43164,104420
2021-12-03,The Cleveland Josh Allens,64464,47704,112168
2021-12-03,Bye Week,62517,28989,91506
2021-12-03,Turrible. Just turrible.,72375,23849,96224
2021-12-04,Stanford Marshmallows,77052,28293,105345
2021-12-04,All-Pro KTC,83490,30192,113682
2021-12-04,Don’t Tread on Me,86604,23922,110526
2021-12-04,Stroud Boyz,59349,26628,85977
2021-12-04,The Shake’N’Bakerz,73579,17569,91148
2021-12-04,Low Taper Feyd,76211,19980,96191
2021-12-04,Washed up Wilsons,61017,43259,104276
2021-12-04,The Cleveland Josh Allens,64588,47586,112174
2021-12-04,Bye Week,62379,29039,91418
2021-12-04,Turrible. Just turrible.,72429,23922,96351
2021-12-05,Stanford Marshmallows,76963,28293,105256
2021-12-05,All-Pro KTC,83249,30203,113452
2021-12-05,Don’t Tread on Me,86855,23955,110810
2021-12-05,Stroud Boyz,59054,26650,85704
2021-12-05,The Shake’N’Bakerz,73407,17635,91042
2021-12-05,Low Taper Feyd,76498,20046,96544
2021-12-05,Washed up Wilsons,61496,43292,104788
2021-12-05,The Cleveland Josh Allens,63888,47520,111408
2021-12-05,Bye Week,62255,29061,91316
2021-12-05,Turrible. Just turrible.,72209,23955,96164
2021-12-06,Stanford Marshmallows,76845,28294,105139
2021-12-06,All-Pro KTC,82969,30209,113178
2021-12-06,Don’t Tread on Me,86752,23933,110685
2021-12-06,Stroud Boyz,58757,26630,85387
2021-12-06,The Shake’N’Bakerz,73370,17596,90966
2021-12-06,Low Taper Feyd,76451,20013,96464
2021-12-06,Washed up Wilsons,61733,43259,104992
2021-12-06,The Cleveland Josh Allens,65277,47556,112833
2021-12-06,Bye Week,61849,29047,90896
2021-12-06,Turrible. Just turrible.,72477,23933,96410
2021-12-07,Stanford Marshmallows,76845,27687,104532
2021-12-07,All-Pro KTC,82969,29817,112786
2021-12-07,Don’t Tread on Me,86752,23529,110281
2021-12-07,Stroud Boyz,58757,26388,85145
2021-12-07,The Shake’N’Bakerz,73370,17406,90776
2021-12-07,Low Taper Feyd,76451,19656,96107
2021-12-07,Washed up Wilsons,61733,42843,104576
2021-12-07,The Cleveland Josh Allens,65277,46887,112164
2021-12-07,Bye Week,61849,28638,90487
2021-12-07,Turrible. Just turrible.,72477,23529,96006
2021-12-08,Stanford Marshmallows,76712,27676,104388
2021-12-08,All-Pro KTC,82952,29831,112783
2021-12-08,Don’t Tread on Me,87197,23477,110674
2021-12-08,Stroud Boyz,59747,26320,86067
2021-12-08,The Shake’N’Bakerz,72802,17333,90135
2021-12-08,Low Taper Feyd,75669,19612,95281
2021-12-08,Washed up Wilsons,61465,42758,104223
2021-12-08,The Cleveland Josh Allens,65217,46907,112124
2021-12-08,Bye Week,61876,28599,90475
2021-12-08,Turrible. Just turrible.,72986,23477,96463
2021-12-09,Stanford Marshmallows,76189,27694,103883
2021-12-09,All-Pro KTC,83425,29916,113341
2021-12-09,Don’t Tread on Me,86352,23424,109776
2021-12-09,Stroud Boyz,59997,26296,86293
2021-12-09,The Shake’N’Bakerz,72640,17230,89870
2021-12-09,Low Taper Feyd,75702,19528,95230
2021-12-09,Washed up Wilsons,61506,42734,104240
2021-12-09,The Cleveland Josh Allens,65355,47100,112455
2021-12-09,Bye Week,62434,28594,91028
2021-12-09,Turrible. Just turrible.,72810,23424,96234
2021-12-10,Stanford Marshmallows,75456,27574,103030
